pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,wrate,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
3223,656555,Rhys Hoskins,3223,100,0.226,0.228,0.267,0.454,0.351,0.342,0.221,129,570,85.8,24.3,2293,88.9,88.56,293,1264,0.231803797,1948,-0.3,6.04,108,152,118,145,302,328,300
3048,660670,Ronald Acuna Jr.,3048,100,0.28,0.238,0.337,0.518,0.373,0.387,0.279,175,626,83.9,16.8,2263,89.8,89.56,384,1386,0.277056277,1652,-0.2,6.01,109,153,116,146,313,328,296
2965,543760,Marcus Semien,2965,100,0.285,0.237,0.294,0.522,0.377,0.362,0.275,187,657,84.6,18.3,2279,88.1,87.69,229,1248,0.18349359,1713,-0.4,5.95,108,152,115,145,301,321,291
2915,608324,Alex Bregman,2915,100,0.296,0.296,0.281,0.592,0.423,0.378,0.272,164,554,85.1,21.1,2234,88.7,88.2,146,1022,0.142857143,1883,-0.5,5.98,106,151,119,145,296,326,292
2909,605141,Mookie Betts,2909,100,0.295,0.229,0.309,0.524,0.384,0.408,0.311,176,597,86.6,21.9,2262,89.2,88.82,162,1115,0.14529148,1790,-0.4,6,107,152,119,145,293,327,300
2888,502671,Paul Goldschmidt,2888,100,0.26,0.216,0.303,0.476,0.35,0.361,0.262,155,597,85,18.7,2270,88.7,88.37,353,1342,0.263040238,1544,-0.3,6.02,108,151,120,146,311,328,301
2862,593428,Xander Bogaerts,2862,100,0.309,0.246,0.338,0.555,0.394,0.358,0.28,190,614,86.1,15.3,2261,88.5,88.14,246,1176,0.209183673,1684,-0.4,6.01,107,152,119,146,293,326,298
2843,542340,Jonathan Villar,2843,100,0.274,0.179,0.341,0.453,0.339,0.313,0.249,176,642,82.8,13.6,2206,89,88.67,386,1398,0.276108727,1423,-0.3,6.02,108,148,104,148,292,320,297
2805,656305,Matt Chapman,2805,100,0.249,0.257,0.27,0.506,0.359,0.36,0.255,145,583,86.2,21.2,2291,88.7,88.27,279,1177,0.237043331,1617,-0.4,5.95,106,151,119,145,304,325,297
2793,467793,Carlos Santana,2793,100,0.281,0.234,0.293,0.515,0.384,0.367,0.268,161,573,86.8,14.2,2207,88.5,88.13,224,1099,0.203821656,1688,-0.4,5.98,113,159,124,148,295,324,300
2788,665742,Juan Soto,2788,100,0.282,0.266,0.312,0.548,0.398,0.407,0.285,153,542,86.4,15.1,2225,88.7,88.42,273,1136,0.240316901,1648,-0.3,6.04,114,148,115,151,300,324,306
2787,547180,Bryce Harper,2787,100,0.26,0.25,0.313,0.51,0.37,0.387,0.279,149,573,85.4,17.2,2242,88.8,88.53,458,1346,0.340267459,1423,-0.3,6.06,116,157,124,153,299,328,303
2773,593160,Whit Merrifield,2773,100,0.302,0.16,0.35,0.463,0.344,0.325,0.288,206,681,82.7,18.8,2252,88.6,88.3,273,1360,0.200735294,1395,-0.3,5.99,105,150,105,146,302,319,289
2771,593871,Jorge Polanco,2771,100,0.295,0.19,0.328,0.485,0.356,0.344,0.279,186,631,83.5,19.6,2223,88.4,88.09,215,1235,0.174089069,1523,-0.3,6.01,111,148,107,149,295,321,294
2762,624413,Pete Alonso,2762,100,0.26,0.323,0.28,0.583,0.389,0.374,0.257,155,597,85.3,19,2256,88.4,88.02,361,1288,0.280279503,1453,-0.4,6.03,107,152,120,146,306,329,303
2750,518692,Freddie Freeman,2750,100,0.295,0.255,0.318,0.549,0.392,0.394,0.292,176,597,84.4,15.4,2200,89.5,89.23,347,1427,0.243167484,1311,-0.3,6.03,117,163,134,152,302,327,306
2750,624585,Jorge Soler,2750,100,0.265,0.304,0.294,0.569,0.384,0.392,0.277,156,589,86.8,18.4,2259,88,87.67,394,1212,0.325082508,1528,-0.3,5.97,106,151,120,145,305,330,303
2742,518626,Josh Donaldson,2742,100,0.259,0.262,0.292,0.521,0.382,0.387,0.269,142,549,87,16.9,2242,89.4,89.15,360,1203,0.29925187,1529,-0.2,6.02,107,152,119,146,311,328,299
2735,547989,Jose Abreu,2735,100,0.284,0.219,0.32,0.503,0.349,0.359,0.283,180,634,86.4,14.9,2254,88.5,88.24,343,1354,0.253323486,1368,-0.3,6.02,106,150,119,146,305,328,296
2733,518735,Yasmani Grandal,2733,100,0.246,0.222,0.279,0.468,0.365,0.363,0.24,126,513,84.7,18.4,2240,88.6,88.38,268,1049,0.255481411,1676,-0.2,6.06,113,158,125,150,301,325,302
2728,553993,Eugenio Suarez,2728,100,0.271,0.301,0.312,0.572,0.386,0.355,0.248,156,575,83.5,18.2,2261,88.7,88.43,348,1211,0.287365813,1506,-0.3,6.02,106,151,117,144,304,323,294
2722,641820,Trey Mancini,2722,100,0.291,0.244,0.326,0.535,0.377,0.365,0.283,175,602,84.9,12.7,2279,88,87.6,353,1310,0.269465649,1402,-0.4,5.96,107,150,119,147,304,325,292
2707,425783,Shin-Soo Choo,2707,100,0.265,0.19,0.333,0.455,0.357,0.356,0.26,149,563,85.4,13.7,2243,88.2,87.72,335,1136,0.294894366,1539,-0.5,5.95,116,156,114,151,294,323,305
2691,500871,Eduardo Escobar,2691,100,0.269,0.242,0.283,0.511,0.346,0.327,0.258,171,636,83.7,21.4,2273,89.1,88.74,351,1414,0.248231966,1272,-0.4,5.98,111,152,117,149,299,326,300
2688,641355,Cody Bellinger,2688,100,0.304,0.324,0.301,0.628,0.42,0.429,0.323,170,559,85.6,20.7,2204,89.1,88.85,281,1194,0.235343384,1487,-0.2,6.02,116,154,124,154,303,326,306
2684,596115,Trevor Story,2684,100,0.294,0.26,0.361,0.554,0.385,0.339,0.264,173,588,84.6,20.3,2290,88.9,88.77,341,1288,0.264751553,1387,-0.1,5.95,108,152,118,146,312,334,303
2664,594809,Adam Eaton,2664,100,0.279,0.148,0.319,0.428,0.345,0.34,0.277,158,566,82.3,16.8,2236,89.4,89.15,204,1149,0.177545692,1461,-0.2,6.04,110,146,100,149,288,316,302
2636,646240,Rafael Devers,2636,100,0.311,0.244,0.339,0.555,0.382,0.36,0.295,201,647,86.7,17.4,2230,88.6,88.29,348,1447,0.240497581,1182,-0.3,6.02,114,150,118,150,287,327,308
2629,664058,David Fletcher,2629,100,0.29,0.094,0.317,0.384,0.32,0.323,0.302,173,596,80.7,12.8,2268,88.9,88.42,93,952,0.097689076,1675,-0.5,5.92,105,151,109,146,296,313,282
2613,543685,Anthony Rendon,2613,100,0.319,0.279,0.323,0.598,0.418,0.418,0.319,174,545,85.3,20.8,2251,89.1,88.88,145,1127,0.12866016,1473,-0.2,6.07,107,150,117,146,305,323,298
2604,502054,Tommy Pham,2604,100,0.273,0.176,0.316,0.45,0.352,0.357,0.277,155,567,85.7,9,2276,88.5,87.89,202,999,0.202202202,1600,-0.6,5.95,107,152,117,147,305,327,292
2600,514917,Cesar Hernandez,2600,100,0.279,0.129,0.313,0.408,0.318,0.303,0.273,171,612,81.5,11.3,2234,88.7,88.37,204,1183,0.172442942,1399,-0.3,6.05,110,148,104,149,288,317,294
2587,624424,Michael Conforto,2587,100,0.257,0.237,0.29,0.494,0.363,0.367,0.262,141,549,84,18,2218,88.3,87.94,320,1182,0.27072758,1393,-0.4,6,115,155,121,152,296,324,304
2581,571970,Max Muncy,2581,100,0.251,0.265,0.283,0.515,0.377,0.385,0.269,122,487,84.1,18.5,2235,88.5,88.28,299,1031,0.290009699,1537,-0.2,6.02,116,157,122,153,300,324,306
2579,657557,Paul DeJong,2579,100,0.233,0.211,0.259,0.444,0.326,0.325,0.237,136,583,83.2,21.3,2268,88.7,88.48,305,1258,0.242448331,1308,-0.2,6.03,107,151,118,146,307,326,299
2558,543333,Eric Hosmer,2558,100,0.265,0.16,0.323,0.425,0.313,0.308,0.259,164,619,86.1,7.8,2267,88.7,88.31,369,1277,0.288958496,1276,-0.4,5.97,116,153,119,152,298,326,309
2539,656941,Kyle Schwarber,2539,100,0.25,0.282,0.276,0.531,0.362,0.375,0.267,132,529,87.2,18.1,2251,88.7,88.32,307,1093,0.280878317,1433,-0.4,5.98,119,163,119,153,297,326,306
2532,596129,Daniel Vogelbach,2532,100,0.208,0.232,0.232,0.439,0.337,0.346,0.228,96,462,84.1,20.4,2271,88.2,87.73,232,862,0.269141531,1668,-0.5,5.93,117,165,133,152,295,323,302
2528,462101,Elvis Andrus,2528,100,0.275,0.118,0.305,0.393,0.303,0.307,0.271,165,600,84.7,12.7,2282,88.4,87.96,230,1172,0.196245734,1350,-0.4,5.98,105,150,113,146,301,319,286
2514,474832,Brandon Belt,2514,100,0.234,0.169,0.275,0.403,0.322,0.346,0.245,123,526,81.6,22.2,2225,89.3,88.87,265,1157,0.229040622,1347,-0.4,5.93,117,167,122,152,297,326,305
2509,545361,Mike Trout,2509,100,0.291,0.353,0.298,0.645,0.442,0.455,0.311,137,470,84.3,23.5,2281,89.2,88.73,177,923,0.19176598,1570,-0.5,5.93,105,152,121,145,309,328,300
2508,456715,Lorenzo Cain,2508,100,0.26,0.112,0.301,0.372,0.305,0.33,0.29,146,562,83.5,10.3,2250,89.6,89.45,215,1122,0.191622103,1380,-0.2,6.1,110,150,115,148,304,320,288
2497,640457,Austin Meadows,2497,100,0.291,0.268,0.331,0.558,0.385,0.372,0.284,154,530,84.7,20.5,2223,88.3,87.72,247,1053,0.234567901,1437,-0.6,5.95,115,152,118,152,291,325,302
2494,645277,Ozzie Albies,2494,100,0.295,0.205,0.325,0.5,0.358,0.351,0.291,189,640,84,17,2207,88.7,88.44,318,1383,0.229934924,1104,-0.3,5.99,113,152,111,149,298,323,299
2486,592178,Kris Bryant,2486,100,0.282,0.239,0.331,0.521,0.384,0.347,0.246,153,543,83,21.2,2242,88.9,88.66,342,1204,0.284053156,1266,-0.2,6.02,108,152,118,145,302,326,298
2485,516770,Starlin Castro,2485,100,0.27,0.165,0.293,0.436,0.31,0.31,0.268,172,636,83.8,14.1,2264,89.3,88.99,234,1223,0.191332788,1259,-0.3,6.07,109,152,117,146,306,320,289
2470,519203,Anthony Rizzo,2470,100,0.293,0.227,0.306,0.52,0.394,0.39,0.3,150,512,84.3,16.1,2224,88.8,88.56,222,1125,0.197333333,1314,-0.2,6.02,115,164,121,152,297,327,304
2464,600524,Renato Nunez,2464,100,0.244,0.216,0.272,0.46,0.327,0.331,0.252,132,541,84.2,21.9,2264,88.1,87.74,334,1220,0.273770492,1234,-0.4,5.98,107,152,120,146,298,324,294
2463,518934,DJ LeMahieu,2463,100,0.327,0.191,0.349,0.518,0.379,0.379,0.322,197,602,86.9,12.4,2254,89.4,88.96,180,1122,0.160427807,1339,-0.4,6,111,153,118,150,308,322,284
2463,502110,J.D. Martinez,2463,100,0.304,0.252,0.342,0.557,0.391,0.4,0.309,175,575,86.4,15.3,2285,88.8,88.41,326,1219,0.267432322,1240,-0.4,6,107,152,121,147,298,330,303
2458,458015,Joey Votto,2458,100,0.261,0.15,0.313,0.411,0.335,0.343,0.256,137,525,83.7,18.1,2232,88.9,88.59,200,1019,0.196270854,1434,-0.3,6,115,154,122,150,292,319,301
2442,605137,Josh Bell,2442,100,0.277,0.292,0.288,0.569,0.383,0.381,0.283,146,527,86.4,16.2,2200,88.6,88.28,297,1175,0.252765957,1262,-0.3,5.99,115,156,122,150,301,326,302
2436,592206,Nicholas Castellanos,2436,100,0.289,0.236,0.337,0.525,0.362,0.364,0.283,178,615,84,16.5,2272,88.6,88.23,359,1333,0.269317329,1098,-0.4,5.96,106,152,120,146,303,327,293
2435,643217,Andrew Benintendi,2435,100,0.266,0.165,0.333,0.431,0.333,0.34,0.267,144,541,82.8,22,2234,88.9,88.6,315,1246,0.252808989,1176,-0.3,6.03,113,150,113,151,281,322,307
2426,596019,Francisco Lindor,2426,100,0.284,0.234,0.291,0.518,0.354,0.33,0.276,170,598,86,16.4,2202,88.9,88.59,212,1241,0.170829976,1177,-0.3,5.98,112,150,108,149,293,321,298
2418,592518,Manny Machado,2418,100,0.256,0.206,0.274,0.462,0.339,0.342,0.266,150,587,85.9,17.2,2291,89.4,89.03,273,1128,0.242021277,1282,-0.4,6.01,109,152,119,147,309,329,300
2417,451594,Dexter Fowler,2417,100,0.238,0.17,0.294,0.409,0.329,0.338,0.251,116,487,80.7,15.4,2229,88.5,88.27,280,1029,0.272108844,1372,-0.2,6.02,115,152,116,150,300,324,300
2414,545341,Randal Grichuk,2414,100,0.232,0.225,0.266,0.457,0.311,0.3,0.237,136,586,83.7,18.6,2282,87.9,87.5,341,1212,0.281353135,1196,-0.4,5.99,106,152,118,145,296,327,297
2413,572233,Christian Walker,2413,100,0.259,0.217,0.312,0.476,0.349,0.362,0.263,137,529,84.1,16.9,2305,89.2,88.74,338,1175,0.287659574,1232,-0.5,5.98,108,153,118,147,309,330,301
2408,642708,Amed Rosario,2408,100,0.287,0.144,0.338,0.432,0.322,0.32,0.291,177,616,84.1,12.5,2265,88.2,87.81,302,1244,0.242765273,1154,-0.4,6,106,150,107,147,305,322,290
2402,606466,Ketel Marte,2402,100,0.329,0.264,0.342,0.592,0.41,0.37,0.299,187,569,85.4,14.4,2253,89,88.57,202,1141,0.177037686,1250,-0.4,5.95,111,150,108,149,299,327,304
2393,650402,Gleyber Torres,2393,100,0.278,0.256,0.296,0.535,0.363,0.341,0.262,152,546,83.6,19.4,2287,88.4,87.96,347,1240,0.27983871,1150,-0.4,5.98,107,153,120,147,304,325,288
2391,571448,Nolan Arenado,2391,100,0.315,0.269,0.312,0.583,0.397,0.344,0.272,185,588,85.1,21.4,2297,89.3,89.13,257,1229,0.2091131,1157,-0.2,5.96,108,152,119,147,311,337,305
2389,594777,Kole Calhoun,2389,100,0.232,0.236,0.265,0.467,0.334,0.34,0.247,128,552,84.4,16,2240,88.2,87.63,370,1150,0.32173913,1230,-0.6,5.9,116,160,120,152,295,322,302
2381,458731,Brett Gardner,2381,100,0.251,0.253,0.265,0.503,0.349,0.301,0.242,123,491,83.6,18.3,2228,89.1,88.76,180,913,0.197152245,1456,-0.3,5.99,110,149,104,149,287,318,297
2362,453568,Charlie Blackmon,2362,100,0.314,0.262,0.334,0.576,0.392,0.362,0.294,182,580,84,17,2248,89.1,88.98,230,1174,0.195911414,1174,-0.1,5.95,120,155,118,151,301,332,308
2357,605113,Nick Ahmed,2357,100,0.254,0.183,0.28,0.437,0.318,0.318,0.257,141,556,83.1,9.4,2308,89.1,88.69,248,1162,0.213425129,1185,-0.4,5.99,108,151,110,146,306,325,293
2350,460086,Alex Gordon,2350,100,0.266,0.129,0.301,0.396,0.322,0.332,0.261,148,556,84,12.2,2222,88.4,88.05,247,1125,0.219555556,1199,-0.3,5.97,115,154,114,150,294,323,305
2349,596059,Rougned Odor,2349,100,0.205,0.234,0.244,0.439,0.306,0.322,0.229,107,522,84.6,23.7,2246,88.3,87.89,327,1112,0.294064748,1219,-0.4,5.97,112,154,114,151,297,325,302
2338,642715,Willy Adames,2338,100,0.254,0.164,0.32,0.418,0.316,0.315,0.249,135,531,83.6,13.6,2254,88.3,87.75,298,1095,0.272146119,1236,-0.5,5.97,106,152,114,146,303,323,286
2332,592663,J.T. Realmuto,2332,100,0.275,0.217,0.309,0.493,0.344,0.342,0.278,148,538,85.1,19,2277,88.6,88.25,282,1183,0.238377008,1144,-0.4,6.03,109,152,117,147,304,324,293
2316,488726,Michael Brantley,2316,100,0.311,0.191,0.32,0.503,0.371,0.362,0.303,179,575,85,13,2220,89.1,88.58,109,1012,0.10770751,1294,-0.5,5.96,113,152,118,150,286,324,300
2302,624428,Adam Frazier,2302,100,0.278,0.139,0.306,0.417,0.323,0.315,0.275,154,554,82.3,16,2250,88.5,88.26,173,1106,0.15641953,1185,-0.2,6.01,116,148,105,150,285,315,298
2299,543807,George Springer,2299,100,0.292,0.299,0.305,0.591,0.406,0.398,0.287,140,479,84.8,15.2,2243,88.8,88.31,268,1011,0.265084075,1281,-0.5,5.98,108,152,119,146,298,329,295
2289,520471,Freddy Galvis,2289,100,0.26,0.178,0.312,0.438,0.311,0.279,0.237,145,557,83.1,18.6,2205,88.6,88.25,354,1235,0.286639676,1042,-0.3,6.01,108,148,105,149,289,321,296
2288,621566,Matt Olson,2288,100,0.267,0.277,0.3,0.545,0.373,0.386,0.276,129,483,86,22,2241,88.8,88.42,292,1034,0.282398453,1237,-0.4,5.96,115,166,126,149,299,327,303
2285,645302,Victor Robles,2285,100,0.255,0.165,0.31,0.419,0.32,0.292,0.233,139,546,78.2,17.9,2275,88.7,88.34,262,1117,0.234556849,1120,-0.4,6,103,149,105,145,302,321,295
2285,592885,Christian Yelich,2285,100,0.329,0.342,0.355,0.671,0.448,0.42,0.313,161,489,86.9,14.4,2225,88.8,88.57,291,1032,0.281976744,1244,-0.2,6.1,117,150,122,152,300,324,306
2260,542303,Marcell Ozuna,2260,100,0.241,0.231,0.257,0.472,0.34,0.382,0.288,117,485,87.2,15.7,2282,88.5,88.26,280,1015,0.275862069,1244,-0.2,6.07,107,152,119,147,308,328,302
2253,641531,Hunter Dozier,2253,100,0.279,0.243,0.339,0.522,0.364,0.337,0.261,146,523,85.9,20,2256,88,87.7,272,1006,0.270377734,1244,-0.3,5.95,107,151,119,146,305,326,299
2249,641857,Ryan McMahon,2249,100,0.25,0.2,0.323,0.45,0.333,0.322,0.245,120,480,84.8,12.7,2248,89.2,89.09,362,1115,0.324663677,1132,-0.1,5.96,115,152,119,151,300,330,311
2247,624577,Yasiel Puig,2247,100,0.267,0.191,0.308,0.458,0.334,0.334,0.266,148,555,83.9,19.2,2262,89.4,89.14,333,1181,0.281964437,1058,-0.3,6.02,107,150,118,145,301,323,295
2246,570560,Yolmer Sanchez,2246,100,0.252,0.069,0.324,0.321,0.283,0.276,0.237,125,496,81.6,17.8,2199,89,88.78,247,1079,0.228915663,1145,-0.2,6.07,110,147,103,147,286,316,294
2242,605480,Mallex Smith,2242,100,0.227,0.108,0.302,0.335,0.28,0.265,0.219,116,510,79.9,13,2255,88.6,88.07,303,1061,0.285579642,1141,-0.5,5.92,106,145,95,146,275,306,295
2234,607208,Trea Turner,2234,100,0.298,0.2,0.348,0.497,0.36,0.336,0.281,155,521,85.1,14.7,2267,88.9,88.58,245,1044,0.23467433,1183,-0.3,6,106,150,105,145,305,321,294
2233,519058,Mike Moustakas,2233,100,0.254,0.262,0.25,0.516,0.353,0.349,0.263,133,523,84.2,21.3,2252,89,88.78,278,1111,0.250225023,1112,-0.2,6.09,115,157,122,151,298,325,302
2232,516416,Jean Segura,2232,100,0.28,0.141,0.302,0.42,0.318,0.314,0.278,161,576,83.4,12,2265,88.8,88.51,154,1050,0.146666667,1164,-0.3,6.06,109,151,107,147,303,320,287
2231,518792,Jason Heyward,2231,100,0.251,0.177,0.281,0.429,0.331,0.333,0.269,129,513,84.5,15.9,2240,89.1,88.8,230,1012,0.227272727,1211,-0.3,6.02,118,154,115,150,294,323,304
2223,621020,Dansby Swanson,2223,100,0.251,0.172,0.3,0.422,0.32,0.347,0.271,121,483,84.8,16.6,2262,88.9,88.64,282,1020,0.276470588,1197,-0.3,6.02,108,151,110,146,308,323,293
2219,660162,Yoan Moncada,2219,100,0.315,0.233,0.406,0.548,0.384,0.362,0.291,161,511,86,15.4,2210,88.1,87.86,326,1050,0.31047619,1162,-0.2,6.03,111,150,116,146,297,323,299
2210,598265,Jackie Bradley Jr.,2210,100,0.225,0.196,0.281,0.421,0.317,0.327,0.242,111,494,84.6,15.1,2211,88.3,87.9,347,1060,0.327358491,1134,-0.4,6.01,113,150,114,151,284,324,307
2179,543063,Brandon Crawford,2179,100,0.228,0.122,0.274,0.35,0.283,0.306,0.241,114,500,82.6,15.2,2209,88.8,88.4,316,1117,0.282900627,1058,-0.4,5.91,115,153,111,151,294,323,306
2173,608070,Jose Ramirez,2173,100,0.255,0.224,0.256,0.479,0.339,0.342,0.274,123,482,86,21.6,2197,88.5,88.22,134,919,0.145810664,1248,-0.3,5.99,112,150,115,147,292,321,298
2168,668804,Bryan Reynolds,2168,100,0.314,0.189,0.387,0.503,0.375,0.357,0.296,154,491,85.2,15,2226,88.4,88.11,274,1040,0.263461538,1121,-0.3,5.99,113,151,113,149,297,319,297
2166,572761,Matt Carpenter,2166,100,0.226,0.166,0.285,0.392,0.318,0.331,0.229,94,416,83.6,20,2210,88.8,88.56,225,871,0.258323766,1277,-0.2,6.04,118,164,119,153,302,326,304
2163,544725,Leury Garcia,2163,100,0.279,0.099,0.353,0.378,0.297,0.274,0.247,161,577,82.5,10.7,2230,88.2,88,287,1164,0.246563574,981,-0.2,6.06,107,147,99,147,287,317,295
2160,596146,Max Kepler,2160,100,0.252,0.267,0.244,0.519,0.36,0.342,0.262,132,524,85,21.1,2240,88.7,88.28,214,1065,0.200938967,1085,-0.4,5.99,115,153,117,150,296,324,297
2151,429665,Edwin Encarnacion,2151,100,0.244,0.287,0.239,0.531,0.367,0.36,0.242,102,418,85.3,20.6,2276,88.5,88.15,242,936,0.258547009,1208,-0.3,5.98,107,153,121,146,299,324,295
2151,457759,Justin Turner,2151,100,0.29,0.219,0.304,0.509,0.374,0.378,0.288,139,479,84.9,20.7,2250,89.1,88.88,167,977,0.170931423,1159,-0.2,6.02,108,152,119,147,305,324,297
2127,516782,Starling Marte,2127,100,0.295,0.208,0.319,0.503,0.357,0.361,0.304,159,539,82.9,9.4,2253,88.8,88.51,284,1132,0.250883392,969,-0.3,6.01,105,150,107,145,305,322,293
2127,570267,Domingo Santana,2127,100,0.253,0.188,0.347,0.441,0.33,0.347,0.257,114,451,84,12.8,2246,88.4,88,318,996,0.319277108,1129,-0.4,5.95,107,151,120,147,300,320,291
2127,607680,Kevin Pillar,2127,100,0.259,0.173,0.27,0.432,0.301,0.295,0.263,158,611,82.1,17,2270,88.6,88.2,222,1247,0.178027265,866,-0.4,5.91,106,151,110,146,301,324,294
2119,614177,Franmil Reyes,2119,100,0.249,0.263,0.279,0.512,0.343,0.36,0.264,123,494,86.6,13.3,2273,88.6,88.27,399,1092,0.365384615,1027,-0.3,5.99,109,152,121,147,307,327,299
2115,443558,Nelson Cruz,2115,100,0.311,0.328,0.351,0.639,0.423,0.418,0.295,141,454,87.8,15.8,2279,88.6,88.38,319,978,0.326175869,1130,-0.2,6.04,106,151,122,145,308,330,297
2106,592192,Mark Canha,2106,100,0.273,0.244,0.308,0.517,0.39,0.362,0.248,112,410,83.6,19.1,2281,87.9,87.44,195,853,0.228604924,1234,-0.5,5.94,106,152,119,145,301,324,295
2100,606115,Orlando Arcia,2100,100,0.223,0.128,0.253,0.35,0.272,0.284,0.232,110,494,83.4,12.6,2286,88.6,88.33,246,998,0.246492986,1096,-0.3,6.07,107,149,110,147,304,320,291
2089,452678,Asdrubal Cabrera,2089,100,0.26,0.181,0.294,0.441,0.335,0.318,0.241,116,447,83.8,18.8,2243,88.9,88.49,196,947,0.206969377,1135,-0.4,6,113,155,120,147,297,322,299
2085,493329,Yuli Gurriel,2085,100,0.298,0.243,0.289,0.541,0.369,0.322,0.284,168,564,85,17.5,2247,88.4,87.92,153,1036,0.147683398,1043,-0.5,5.97,107,151,120,146,296,326,295
2085,405395,Albert Pujols,2085,100,0.244,0.185,0.238,0.43,0.312,0.319,0.253,120,491,84.7,15.3,2282,88.2,87.67,169,928,0.182112069,1154,-0.5,5.93,106,152,122,146,302,323,296
2068,592696,Eddie Rosario,2068,100,0.276,0.224,0.273,0.5,0.333,0.33,0.269,155,562,84.8,20.9,2227,87.9,87.54,260,1223,0.212591987,842,-0.4,6.01,114,150,116,149,295,324,299
2067,643446,Jeff McNeil,2067,100,0.318,0.214,0.337,0.531,0.389,0.355,0.29,162,510,82.8,15.9,2221,88.9,88.55,247,1238,0.199515347,804,-0.4,6.03,115,151,108,151,290,321,300
2066,501981,Khris Davis,2066,100,0.22,0.166,0.264,0.387,0.292,0.318,0.233,106,481,84.4,17.4,2290,88.4,87.96,374,1071,0.349206349,992,-0.4,5.96,106,151,120,144,306,327,299
2061,595777,Jurickson Profar,2061,100,0.218,0.192,0.218,0.41,0.305,0.323,0.251,100,459,82.9,17.1,2220,88.7,88.24,188,932,0.201716738,1121,-0.5,5.97,111,150,113,148,293,322,296
2054,592626,Joc Pederson,2054,100,0.249,0.289,0.249,0.538,0.367,0.347,0.254,112,450,86.5,21.8,2205,89.5,89.35,228,941,0.24229543,1095,-0.1,6.03,120,157,119,154,303,326,305
2045,572821,Brian Dozier,2045,100,0.238,0.192,0.271,0.43,0.333,0.331,0.24,99,416,84.8,21.7,2260,88.9,88.55,194,799,0.242803504,1237,-0.3,6.01,106,151,115,145,302,323,299
2044,475253,Justin Smoak,2044,100,0.208,0.198,0.223,0.406,0.327,0.366,0.25,86,414,85.5,18.1,2207,88.2,87.67,194,811,0.239210851,1227,-0.5,5.96,111,167,134,152,300,329,302
2040,571976,Wil Myers,2040,100,0.239,0.179,0.344,0.418,0.32,0.322,0.241,104,435,83.9,14.2,2275,88.7,88.27,291,894,0.325503356,1131,-0.4,5.96,108,151,115,145,306,328,303
2033,408234,Miguel Cabrera,2033,100,0.282,0.116,0.336,0.398,0.321,0.332,0.273,139,493,84.8,16.4,2260,88.7,88.24,246,1008,0.244047619,1022,-0.5,5.95,108,151,122,147,304,328,292
2023,592669,Hunter Renfroe,2023,100,0.216,0.273,0.239,0.489,0.324,0.311,0.218,95,440,84.8,21.7,2329,88.4,87.9,284,929,0.305705059,1092,-0.5,5.93,108,152,119,145,304,329,303
2020,596847,Ji-Man Choi,2020,100,0.261,0.198,0.303,0.459,0.351,0.366,0.263,107,410,85.3,16.8,2221,88.3,87.77,220,862,0.255220418,1146,-0.5,5.99,114,160,121,151,291,326,304
2018,446334,Evan Longoria,2018,100,0.254,0.183,0.291,0.437,0.326,0.352,0.274,115,453,85.4,18.9,2261,88.8,88.38,243,944,0.257415254,1067,-0.4,5.94,109,152,118,146,304,326,296
2016,572228,Luke Voit,2016,100,0.263,0.2,0.345,0.464,0.364,0.365,0.249,113,429,84,16.2,2292,88.5,88.15,335,954,0.35115304,1053,-0.3,5.97,107,154,121,146,308,329,294
2013,543877,Christian Vazquez,2013,100,0.276,0.201,0.305,0.477,0.336,0.316,0.254,133,482,84.3,18.5,2252,89,88.75,206,1004,0.205179283,1007,-0.2,6.06,107,151,118,147,293,321,289
2012,543939,Kolten Wong,2012,100,0.285,0.138,0.321,0.423,0.337,0.308,0.259,136,478,80.5,15.9,2243,88.7,88.46,176,953,0.184679958,1033,-0.2,6.03,111,148,105,150,293,320,303
2002,595879,Javier Baez,2002,100,0.281,0.25,0.345,0.531,0.352,0.334,0.27,149,531,86.1,13.3,2295,88.9,88.58,395,1105,0.357466063,890,-0.3,5.99,108,152,115,147,303,328,299
1994,514888,Jose Altuve,1994,100,0.298,0.252,0.303,0.55,0.379,0.35,0.282,149,500,82.7,11.5,2256,88.4,87.87,194,934,0.207708779,1041,-0.5,5.97,105,151,107,144,295,324,290
1993,502210,Josh Reddick,1993,100,0.275,0.134,0.288,0.409,0.311,0.313,0.277,138,501,81.3,19.9,2218,88.7,88.16,149,1016,0.146653543,970,-0.5,5.98,113,152,114,150,287,324,299
1991,453943,Todd Frazier,1991,100,0.251,0.192,0.284,0.443,0.332,0.315,0.24,112,447,84.1,19.2,2272,88.2,87.84,218,852,0.255868545,1125,-0.4,6,107,153,119,146,302,325,298
1986,665489,Vladimir Guerrero Jr.,1986,100,0.272,0.162,0.308,0.433,0.333,0.33,0.263,126,464,84.4,9.6,2285,88.8,88.33,228,930,0.24516129,1054,-0.5,5.99,107,152,121,147,303,331,298
