pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,wrate,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
659,543543,Brad Miller,659,100,0.26,0.305,0.281,0.565,0.372,0.344,0.243,40,154,86.6,18.9,2280,89.6,89.15,92,300,0.306666667,357,-0.4,5.97,114,149,113,150,291,320,300
657,645801,Mike Ford,657,100,0.259,0.301,0.243,0.559,0.378,0.365,0.284,37,143,87.6,19,2212,88.1,87.64,58,263,0.220532319,390,-0.5,5.95,118,166,132,153,297,325,298
656,622168,Yairo Munoz,656,100,0.267,0.087,0.328,0.355,0.283,0.245,0.218,46,172,81.8,9.4,2286,88.2,87.81,107,392,0.272959184,261,-0.4,5.99,109,150,114,146,306,322,293
650,608700,Kevin Plawecki,650,100,0.222,0.12,0.256,0.342,0.276,0.286,0.222,35,158,82.8,17.1,2230,88.9,88.67,58,303,0.191419142,344,-0.2,6.02,106,150,118,145,295,319,289
643,595284,Andrew Knapp,643,100,0.213,0.11,0.325,0.324,0.284,0.292,0.211,29,136,82.5,14.1,2235,89.5,89.29,104,333,0.312312312,307,-0.2,6.11,114,151,120,147,291,319,298
640,668942,Josh Rojas,640,100,0.217,0.094,0.295,0.312,0.281,0.326,0.241,30,138,84.7,16.8,2272,89.9,89.36,80,278,0.287769784,361,-0.5,5.96,117,155,113,151,295,323,304
640,465041,Francisco Cervelli,640,100,0.213,0.135,0.278,0.348,0.288,0.284,0.207,30,141,81.6,13.9,2257,88,87.68,67,271,0.247232472,363,-0.3,6,108,151,115,147,301,320,291
635,471865,Carlos Gonzalez,635,100,0.2,0.083,0.283,0.283,0.256,0.274,0.208,29,145,82.3,8.7,2228,89.1,88.73,114,321,0.355140187,312,-0.4,5.98,116,153,119,150,292,322,304
634,664023,Ian Happ,634,100,0.264,0.3,0.286,0.564,0.373,0.353,0.256,37,140,85.4,19.2,2233,89.8,89.45,100,329,0.303951368,305,-0.4,6,115,151,117,150,297,322,300
627,622569,Pablo Reyes,627,100,0.203,0.119,0.257,0.322,0.262,0.244,0.192,29,143,83.8,18.4,2303,88.4,88.15,64,281,0.227758007,344,-0.3,6.02,106,149,109,144,302,316,284
625,607752,Sam Travis,625,100,0.215,0.167,0.243,0.382,0.277,0.281,0.226,31,144,82.7,13.3,2257,88.5,88.23,73,329,0.221884498,295,-0.3,6.07,108,152,120,147,293,322,293
622,657061,Cole Tucker,622,100,0.211,0.15,0.276,0.361,0.267,0.285,0.247,31,147,82,15.4,2239,88.9,88.64,77,299,0.257525084,318,-0.3,6.02,109,149,107,149,293,319,296
615,607776,Mac Williamson,615,100,0.156,0.102,0.2,0.258,0.232,0.262,0.202,20,128,80.8,15.3,2250,89.3,88.84,98,288,0.340277778,325,-0.5,5.93,107,150,120,147,304,320,292
614,641933,Tyler O'Neill,614,100,0.262,0.149,0.386,0.411,0.311,0.284,0.222,37,141,83.5,21.2,2306,88.8,88.38,130,314,0.414012739,300,-0.4,5.94,107,151,118,145,307,325,300
596,456488,Eduardo Nunez,596,100,0.228,0.078,0.257,0.305,0.236,0.259,0.254,38,167,83.3,14.3,2287,88.3,87.78,54,316,0.170886076,276,-0.5,5.94,106,148,111,146,292,321,290
595,605508,Charlie Tilson,595,100,0.229,0.056,0.305,0.285,0.257,0.267,0.236,33,144,81.2,8.1,2253,88.6,88.48,72,290,0.248275862,299,-0.1,6.14,109,146,99,145,278,312,299
594,650619,Meibrys Viloria,594,100,0.211,0.075,0.293,0.286,0.238,0.211,0.179,28,133,81.7,7.9,2219,88.2,88.07,76,265,0.286792453,328,-0.1,6.06,116,151,113,151,286,318,301
593,670712,Michael Brosseau,593,100,0.273,0.189,0.345,0.462,0.333,0.271,0.215,36,132,82.1,15.7,2256,88.3,87.89,79,310,0.25483871,279,-0.4,6.03,104,152,118,147,305,328,290
593,553902,Willians Astudillo,593,100,0.268,0.111,0.258,0.379,0.291,0.32,0.288,51,190,82.9,17.1,2245,88.3,87.98,31,350,0.088571429,238,-0.3,6.09,108,151,118,146,298,315,284
590,446481,Sean Rodriguez,590,100,0.223,0.152,0.309,0.375,0.321,0.3,0.197,25,112,81.2,18.7,2263,88.9,88.44,88,257,0.342412451,329,-0.5,5.99,105,151,112,146,300,323,293
576,595956,Cam Gallagher,576,100,0.238,0.127,0.281,0.365,0.297,0.262,0.213,30,126,81.5,18.2,2288,88.6,88.29,43,246,0.174796748,327,-0.3,5.96,110,152,118,148,299,318,290
572,527049,Cesar Puello,572,100,0.248,0.136,0.325,0.384,0.328,0.324,0.241,31,125,81.6,0.5,2248,87.6,87.26,77,254,0.303149606,304,-0.3,6.03,108,152,114,146,306,322,291
568,621466,DJ Stewart,568,100,0.238,0.143,0.268,0.381,0.302,0.297,0.227,30,126,83.7,16.4,2246,87.6,87.31,71,269,0.26394052,296,-0.3,6.02,114,159,122,147,292,324,302
567,664702,Myles Straw,567,100,0.269,0.074,0.345,0.343,0.325,0.321,0.26,29,108,79.3,14.2,2253,89.3,88.76,25,202,0.123762376,363,-0.5,5.95,104,147,105,145,294,316,284
561,593523,Marco Hernandez,561,100,0.25,0.088,0.337,0.338,0.269,0.242,0.231,37,148,80.3,12.4,2219,89.1,88.75,118,333,0.354354354,219,-0.3,6.05,108,147,104,149,277,318,303
557,518586,Charlie Culberson,557,100,0.259,0.178,0.345,0.437,0.309,0.282,0.238,35,135,81.2,12.7,2259,89,88.51,99,306,0.323529412,248,-0.5,5.89,108,149,112,145,305,321,287
557,545358,Max Stassi,557,100,0.136,0.03,0.202,0.167,0.178,0.236,0.179,18,132,84,15.7,2307,88.9,88.37,83,253,0.328063241,303,-0.5,5.94,106,152,119,146,294,320,290
551,594694,Wilmer Difo,551,100,0.252,0.061,0.31,0.313,0.272,0.265,0.243,33,131,78.1,14.1,2267,88,87.69,80,294,0.272108844,252,-0.3,6.01,107,148,105,147,288,313,296
550,669256,Nick Solak,550,100,0.293,0.198,0.354,0.491,0.379,0.343,0.258,34,116,83.9,12.8,2266,88.9,88.58,52,232,0.224137931,314,-0.3,6.04,108,152,119,147,305,321,288
545,668670,Jake Rogers,545,100,0.125,0.134,0.175,0.259,0.218,0.204,0.125,14,112,79.2,23,2253,88.8,88.58,74,235,0.314893617,309,-0.2,6.05,106,152,119,145,297,322,291
541,543281,Josh Harrison,541,100,0.175,0.088,0.207,0.263,0.21,0.286,0.24,24,137,82,24,2275,89.2,88.4,84,310,0.270967742,228,-0.8,5.86,104,150,108,146,298,320,282
534,600858,Humberto Arteaga,534,100,0.197,0.033,0.255,0.23,0.223,0.254,0.227,24,122,78.9,13.8,2243,88.9,88.81,64,287,0.222996516,243,-0.1,6.08,105,151,108,148,300,314,281
533,546318,Odubel Herrera,533,100,0.222,0.119,0.29,0.341,0.275,0.277,0.227,28,126,82.1,17.8,2188,88.8,88.34,79,276,0.286231884,255,-0.5,6.01,116,149,104,151,290,320,301
530,594807,Adam Duvall,530,100,0.267,0.3,0.306,0.567,0.366,0.329,0.21,32,120,85.2,26,2215,88.1,87.71,73,258,0.282945736,270,-0.4,5.97,104,151,118,144,305,326,294
529,570481,Erik Gonzalez,529,100,0.254,0.063,0.333,0.317,0.264,0.246,0.23,36,142,80.3,8.7,2299,87.9,87.56,83,287,0.289198606,235,-0.3,6,105,149,109,145,304,314,286
523,446263,Lucas Duda,523,100,0.171,0.152,0.197,0.324,0.248,0.311,0.223,18,105,85.3,23.1,2188,88.2,87.88,63,234,0.269230769,288,-0.3,6.01,114,165,132,152,296,323,302
515,621005,Tim Lopes,515,100,0.27,0.09,0.354,0.36,0.32,0.29,0.229,30,111,80.7,12.4,2322,88.3,87.86,67,239,0.280334728,275,-0.4,5.94,106,152,116,147,297,314,278
503,592407,Bryan Holaday,503,100,0.278,0.157,0.308,0.435,0.33,0.282,0.243,32,115,83.2,16.6,2256,88.8,88.5,45,223,0.201793722,275,-0.3,6.06,110,152,115,146,301,317,287
502,571697,Scooter Gennett,502,100,0.226,0.098,0.304,0.323,0.243,0.222,0.201,30,133,80.5,20.6,2206,88.3,88.09,74,292,0.253424658,204,-0.2,5.98,114,147,114,151,292,323,300
500,571912,Luke Maile,500,100,0.151,0.084,0.19,0.235,0.196,0.259,0.214,18,119,79.5,12.9,2278,88.2,87.77,53,227,0.233480176,266,-0.4,5.97,108,152,119,147,297,323,290
484,594011,Rosell Herrera,484,100,0.2,0.114,0.25,0.314,0.266,0.261,0.213,21,105,83.2,11.9,2208,88.9,88.32,68,207,0.328502415,273,-0.6,5.96,110,148,104,148,293,313,294
482,595375,JT Riddle,482,100,0.189,0.182,0.226,0.371,0.253,0.261,0.198,25,132,84.6,13.4,2281,88.9,88.62,87,251,0.346613546,227,-0.3,6.05,116,149,109,151,295,318,298
479,624431,Jose Trevino,479,100,0.258,0.125,0.312,0.383,0.277,0.266,0.252,31,120,82.5,18.8,2281,88.8,88.34,53,233,0.227467811,246,-0.5,5.98,110,151,118,147,301,317,281
476,621512,Tomas Nido,476,100,0.191,0.125,0.232,0.316,0.23,0.237,0.199,26,136,82.7,9.7,2273,87.7,87.11,103,282,0.365248227,191,-0.6,5.87,109,152,116,147,304,321,290
468,605361,Nick Martini,468,100,0.226,0.097,0.299,0.323,0.294,0.296,0.243,21,93,82.2,9.8,2247,89.2,89.08,38,190,0.2,277,-0.1,6.09,115,149,111,152,295,321,303
455,608384,Nick Williams,455,100,0.151,0.094,0.23,0.245,0.195,0.265,0.218,16,106,80.3,16.9,2222,88.8,88.43,69,241,0.286307054,212,-0.4,5.99,115,150,116,150,291,321,301
453,641470,Zack Collins,453,100,0.186,0.163,0.295,0.349,0.288,0.317,0.195,16,86,84.7,26,2227,89.1,89.05,69,185,0.372972973,267,-0.1,6.11,116,163,124,150,291,322,300
448,596451,Roman Quinn,448,100,0.213,0.157,0.271,0.37,0.292,0.293,0.228,23,108,78.3,10.5,2261,88.6,88.23,60,191,0.314136126,252,-0.4,6.01,100,145,96,144,291,317,291
444,607054,Jace Peterson,444,100,0.22,0.11,0.267,0.33,0.26,0.284,0.246,22,100,85.2,13.6,2292,88.3,87.94,63,206,0.305825243,236,-0.4,5.93,118,150,113,149,288,317,300
441,456665,Steve Pearce,441,100,0.18,0.079,0.259,0.258,0.225,0.252,0.195,16,89,85.7,19.5,2276,88.7,88.13,66,211,0.312796209,229,-0.6,5.94,105,152,119,145,294,325,300
424,650489,Willi Castro,424,100,0.23,0.11,0.333,0.34,0.272,0.246,0.208,23,100,78.7,20.8,2171,89,88.7,70,228,0.307017544,193,-0.3,5.98,108,150,106,149,290,321,295
418,643289,Mauricio Dubon,418,100,0.274,0.16,0.305,0.434,0.316,0.277,0.249,29,106,80.7,17,2311,88.5,88.08,49,237,0.206751055,180,-0.4,5.92,106,152,109,147,298,321,291
410,576397,Jedd Gyorko,410,100,0.174,0.076,0.212,0.25,0.226,0.267,0.207,16,92,81.5,16.1,2276,88.2,87.88,53,195,0.271794872,215,-0.3,6.03,109,152,118,146,305,323,296
408,542364,Rafael Ortega,408,100,0.205,0.102,0.25,0.307,0.256,0.286,0.23,18,88,82.4,18.6,2219,89.4,89.18,46,209,0.220095694,198,-0.2,6.07,115,150,111,149,290,315,295
405,596119,Blake Swihart,405,100,0.163,0.141,0.212,0.304,0.23,0.247,0.196,15,92,81,18.4,2302,88.5,88.07,72,217,0.331797235,187,-0.4,5.96,113,150,117,150,295,324,303
402,572863,Dustin Garneau,402,100,0.244,0.163,0.295,0.407,0.333,0.306,0.222,21,86,80.9,20.3,2305,88.8,88.32,38,187,0.203208556,211,-0.5,5.94,107,150,116,145,301,318,290
397,605486,Cory Spangenberg,397,100,0.232,0.126,0.351,0.358,0.27,0.244,0.212,22,95,80.3,8.9,2285,88.6,88.57,70,215,0.325581395,178,0,6.12,114,145,103,150,290,320,300
395,446359,Zack Cozart,395,100,0.124,0.021,0.143,0.144,0.15,0.246,0.206,12,97,83.3,21,2272,88,87.31,31,169,0.183431953,224,-0.7,5.89,103,152,114,146,300,319,292
394,641505,Jonathan Davis,394,100,0.181,0.084,0.224,0.265,0.242,0.302,0.235,15,83,78.8,10.6,2268,89.6,89.21,42,177,0.237288136,212,-0.4,6.02,103,149,104,142,299,321,283
389,572191,Michael A. Taylor,389,100,0.25,0.114,0.396,0.364,0.292,0.276,0.214,22,88,82.4,15.3,2254,88,87.77,63,182,0.346153846,205,-0.2,6.07,106,151,108,145,305,322,296
388,642180,Tyler Wade,388,100,0.245,0.117,0.328,0.362,0.306,0.285,0.226,23,94,79.9,14.5,2260,87.8,87.18,48,183,0.262295082,199,-0.6,5.87,111,148,101,150,287,318,293
383,594953,Daniel Palka,383,100,0.107,0.071,0.149,0.179,0.176,0.205,0.144,9,84,83.2,23.9,2191,88.5,88.43,79,200,0.395,182,-0.1,6.11,114,156,127,146,296,326,301
383,656541,Sam Hilliard,383,100,0.273,0.377,0.298,0.649,0.413,0.341,0.24,21,77,83.5,19.1,2283,89,89.07,43,160,0.26875,222,0.1,5.99,120,154,125,149,302,333,311
378,602074,Yonathan Daza,378,100,0.206,0.031,0.26,0.237,0.223,0.23,0.207,20,97,79.9,9.5,2312,89,88.81,45,192,0.234375,185,-0.2,5.91,107,150,107,147,311,330,294
377,594988,Scott Schebler,377,100,0.123,0.099,0.154,0.222,0.225,0.245,0.155,10,81,81.2,12.9,2197,89.6,89.35,57,191,0.298429319,184,-0.3,6.11,117,152,122,151,296,321,302
372,543302,Chris Herrmann,372,100,0.202,0.071,0.296,0.274,0.25,0.286,0.229,17,84,82.4,8.6,2196,87.8,87.48,52,176,0.295454545,196,-0.3,6.01,112,154,115,152,291,319,300
369,460576,Carlos Gomez,369,100,0.198,0.14,0.259,0.337,0.271,0.28,0.208,17,86,80.9,21.2,2279,89,88.78,69,218,0.316513761,144,-0.2,6.11,106,151,109,147,304,325,295
368,624512,Reese McGuire,368,100,0.299,0.227,0.324,0.526,0.368,0.309,0.268,29,97,81.9,18,2274,89,88.35,42,193,0.21761658,174,-0.6,5.94,116,157,113,151,285,317,302
368,665120,Jared Walsh,368,100,0.203,0.127,0.349,0.329,0.262,0.289,0.218,16,79,85.7,16.9,2217,88.5,87.85,55,170,0.323529412,195,-0.7,5.88,118,157,128,151,291,320,299
361,543148,Tim Federowicz,361,100,0.16,0.187,0.2,0.347,0.239,0.297,0.234,12,75,81.9,23.2,2240,88.2,87.68,58,160,0.3625,201,-0.5,5.91,108,152,119,146,299,321,287
350,666158,Gavin Lux,350,100,0.24,0.16,0.327,0.4,0.304,0.343,0.288,18,75,84.3,16,2256,90,89.65,43,144,0.298611111,206,-0.4,5.99,115,149,113,151,289,314,306
349,595981,Scott Heineman,349,100,0.213,0.16,0.264,0.373,0.298,0.284,0.224,16,75,81.1,16.3,2279,88.3,87.92,48,166,0.289156627,182,-0.4,6,106,150,118,147,304,320,282
343,643436,Ryan McBroom,343,100,0.293,0.067,0.44,0.36,0.32,0.325,0.254,22,75,80.5,12.8,2272,88.4,88.03,37,145,0.255172414,197,-0.4,5.94,106,151,119,145,308,326,295
342,647351,Abraham Toro,342,100,0.218,0.167,0.259,0.385,0.298,0.301,0.231,17,78,83.7,13.8,2185,87.5,87.2,28,153,0.183006536,188,-0.3,6.09,112,151,114,148,291,326,296
336,644374,Yu Chang,336,100,0.178,0.096,0.24,0.274,0.256,0.301,0.209,13,73,84,17.9,2256,88.7,88.39,41,160,0.25625,176,-0.3,6,107,151,117,145,297,317,288
334,541600,Wilfredo Tovar,334,100,0.193,0.06,0.235,0.253,0.219,0.249,0.235,16,83,79.2,15.2,2284,88.5,87.86,23,173,0.132947977,161,-0.6,5.9,103,150,110,146,300,314,280
333,664913,Seth Brown,333,100,0.293,0.16,0.423,0.453,0.35,0.296,0.234,22,75,84.6,19.1,2225,88.4,88.04,47,148,0.317567568,184,-0.4,6.03,114,151,123,143,294,323,304
330,518516,Madison Bumgarner,330,100,0.127,0.095,0.286,0.222,0.215,0.206,0.119,8,63,78.1,7.6,2210,88.3,88.09,69,142,0.485915493,186,-0.2,6,109,151,115,146,301,322,293
330,596825,Robel Garcia,330,100,0.208,0.292,0.303,0.5,0.32,0.282,0.184,15,72,84.2,22.4,2207,88.2,87.84,72,159,0.452830189,171,-0.4,5.92,113,153,114,151,298,328,302
329,502117,Kristopher Negron,329,100,0.247,0.091,0.347,0.338,0.271,0.246,0.202,19,77,81.4,12.4,2243,88.7,88.29,54,162,0.333333333,167,-0.4,5.88,108,151,112,147,303,317,289
329,605474,Matt Skole,329,100,0.208,0.028,0.357,0.236,0.233,0.231,0.197,15,72,79.6,22.8,2188,88.9,88.78,42,142,0.295774648,187,-0.1,6.06,110,153,122,150,293,325,301
327,544931,Stephen Strasburg,327,100,0.167,0.056,0.239,0.222,0.187,0.22,0.196,12,72,77.7,-2,2253,88.7,88.48,38,143,0.265734266,176,-0.2,6.07,111,148,111,147,294,307,276
322,642162,Pat Valaika,322,100,0.19,0.127,0.318,0.316,0.251,0.223,0.166,15,79,81.5,22.6,2345,87.7,87.47,72,178,0.404494382,144,-0.2,5.91,108,151,114,147,306,328,294
315,621433,Brett Phillips,315,100,0.138,0.123,0.167,0.262,0.23,0.24,0.152,9,65,81.4,19,2126,89.9,89.79,43,138,0.311594203,171,-0.1,6.09,110,143,104,147,290,318,300
315,519317,Giancarlo Stanton,315,100,0.288,0.203,0.424,0.492,0.383,0.389,0.263,17,59,84.6,14.2,2392,89.5,88.84,43,126,0.341269841,189,-0.7,5.92,107,155,124,148,310,329,298
314,642721,Kelvin Gutierrez,314,100,0.26,0.096,0.367,0.356,0.286,0.238,0.199,19,73,84.3,2.3,2281,88.5,88.16,44,137,0.321167883,177,-0.3,5.9,107,149,116,146,304,325,294
311,500208,Yangervis Solarte,311,100,0.205,0.11,0.25,0.315,0.238,0.263,0.245,15,73,79.8,12,2170,88.6,88.3,29,156,0.185897436,154,-0.3,6.01,112,154,117,147,293,317,296
311,605196,Kevin Cron,311,100,0.211,0.31,0.237,0.521,0.327,0.344,0.23,15,71,84.6,18.5,2328,88.5,88,74,176,0.420454545,133,-0.5,5.91,111,152,122,147,311,329,303
305,641786,Kyle Lewis,305,100,0.268,0.324,0.351,0.592,0.363,0.348,0.254,19,71,87.1,14.3,2321,88.6,87.91,57,146,0.390410959,159,-0.7,5.81,107,152,123,146,299,318,291
303,641645,Luis Guillorme,303,100,0.246,0.115,0.304,0.361,0.302,0.31,0.243,15,61,80.2,17.4,2253,89.4,89.03,23,117,0.196581197,184,-0.4,6.04,114,149,109,151,283,315,302
298,663538,Nico Hoerner,298,100,0.282,0.154,0.292,0.436,0.309,0.322,0.322,22,78,83,10.8,2353,89.6,89.43,31,171,0.18128655,127,-0.2,6.1,106,149,112,145,300,321,289
295,656775,Cedric Mullins,295,100,0.094,0.063,0.118,0.156,0.16,0.223,0.166,6,64,78.3,21.9,2218,89.8,89.32,38,134,0.28358209,150,-0.5,6.06,104,146,101,148,283,310,287
294,547170,Nicky Delmonico,294,100,0.206,0.079,0.324,0.286,0.245,0.26,0.211,13,63,81.3,16.4,2240,88.8,88.27,57,135,0.422222222,156,-0.5,5.94,114,152,117,150,289,319,302
294,663898,Brendan Rodgers,294,100,0.224,0.026,0.347,0.25,0.235,0.202,0.165,17,76,82.1,14.2,2248,88.6,88.68,50,161,0.310559006,132,0.1,6.04,108,153,116,148,311,326,299
291,669720,Austin Hays,291,100,0.309,0.265,0.333,0.574,0.398,0.364,0.303,21,68,84.3,12.6,2292,87.8,87.36,35,135,0.259259259,155,-0.4,5.97,107,152,110,146,302,324,292
289,620446,Richard Urena,289,100,0.243,0.081,0.353,0.324,0.26,0.231,0.204,18,74,79.4,15,2225,88.9,88.44,57,177,0.322033898,108,-0.5,6.04,109,149,108,149,287,316,291
287,573135,Tyler Saladino,287,100,0.123,0.092,0.162,0.215,0.189,0.24,0.175,8,65,84.5,11.5,2311,88.2,88.08,39,114,0.342105263,172,-0.1,6.11,110,151,115,147,304,319,289
287,621111,Walker Buehler,287,100,0.085,0.051,0.16,0.136,0.131,0.156,0.108,5,59,78.8,2.2,2268,89.8,89.63,48,114,0.421052632,166,-0.2,6.05,113,145,108,145,292,305,278
286,605400,Aaron Nola,286,100,0.119,0.034,0.292,0.153,0.169,0.156,0.113,7,59,75.4,5.5,2253,89.9,89.67,10,64,0.15625,219,-0.2,6.09,113,150,108,149,289,303,271
279,491696,Jesus Sucre,279,100,0.21,0.032,0.265,0.242,0.232,0.252,0.21,13,62,82.1,16.9,2284,89.7,89.44,15,126,0.119047619,152,-0.3,6.1,108,151,118,148,296,313,276
272,642851,Austin Wynns,272,100,0.214,0.057,0.255,0.271,0.228,0.247,0.23,15,70,82.3,7.7,2277,88.5,88.32,28,126,0.222222222,144,-0.2,6.09,104,150,118,146,296,318,285
269,571974,John Ryan Murphy,269,100,0.175,0.238,0.226,0.413,0.28,0.286,0.207,11,63,80.6,22.6,2380,87.5,87,52,133,0.390977444,135,-0.5,5.92,105,151,113,146,301,322,291
268,571437,Aaron Altherr,268,100,0.082,0.082,0.111,0.164,0.136,0.212,0.162,5,61,80.5,22.2,2271,88.4,87.96,48,137,0.350364964,130,-0.4,5.96,108,151,117,145,303,321,294
268,592680,Yadiel Rivera,268,100,0.183,0.033,0.275,0.217,0.219,0.211,0.168,11,60,83.7,6.9,2242,88.7,88.34,58,143,0.405594406,124,-0.4,5.97,105,150,110,146,310,318,285
266,594838,Phil Gosselin,266,100,0.262,0.046,0.347,0.308,0.265,0.322,0.28,17,65,84.8,16.8,2236,88.7,88.4,28,120,0.233333333,145,-0.3,6.05,106,150,109,146,303,318,288
264,460026,Nick Hundley,264,100,0.2,0.157,0.24,0.357,0.251,0.227,0.189,14,70,81.1,17.4,2359,87.9,87.39,30,134,0.223880597,129,-0.5,5.97,108,151,118,147,298,322,287
263,621458,Edwin Rios,263,100,0.277,0.34,0.409,0.617,0.419,0.394,0.252,13,47,83.4,14.7,2256,89.1,88.5,39,117,0.333333333,146,-0.6,5.75,121,160,126,153,304,329,306
261,547943,Hyun-Jin Ryu,261,100,0.157,0.078,0.259,0.235,0.204,0.208,0.157,8,51,72.2,4.8,2295,88.6,88.4,21,88,0.238636364,162,-0.2,6,111,148,111,147,295,306,279
260,641914,Sheldon Neuse,260,100,0.25,0.054,0.368,0.304,0.264,0.293,0.262,14,56,83.5,14.7,2304,88.2,87.8,37,124,0.298387097,136,-0.4,5.98,110,153,121,147,303,319,288
260,592789,Noah Syndergaard,260,100,0.092,0.108,0.25,0.2,0.146,0.148,0.093,6,65,79.7,21.3,2265,88.9,88.48,80,143,0.559440559,109,-0.4,6.08,116,148,106,149,288,314,298
259,663656,Kyle Tucker,259,100,0.269,0.269,0.326,0.537,0.355,0.341,0.259,18,67,85.5,15,2108,87.7,87.39,40,133,0.30075188,125,-0.3,6.05,117,153,120,148,292,326,303
258,543377,Corban Joseph,258,100,0.156,0.094,0.173,0.25,0.191,0.228,0.203,10,64,84.3,15.2,2275,89.5,89.13,19,119,0.159663866,138,-0.4,5.95,114,150,114,150,291,321,305
257,664774,LaMonte Wade Jr,257,100,0.196,0.179,0.2,0.375,0.323,0.373,0.272,11,56,85.2,22.2,2230,89.8,89.71,16,92,0.173913043,162,-0.1,6.14,112,145,102,149,284,318,295
257,669221,Sean Murphy,257,100,0.245,0.321,0.273,0.566,0.375,0.34,0.238,13,53,84.7,12.6,2316,88.5,88.03,36,121,0.297520661,135,-0.5,5.98,107,152,122,146,301,320,295
254,664119,Austin Allen,254,100,0.215,0.062,0.318,0.277,0.232,0.185,0.165,14,65,81.3,11,2287,88.3,87.82,39,130,0.3,122,-0.5,5.89,115,160,125,150,299,327,305
253,594798,Jacob deGrom,253,100,0.2,0.123,0.25,0.323,0.248,0.229,0.196,13,65,78.5,3.2,2227,89.1,88.71,49,143,0.342657343,108,-0.4,5.99,115,149,107,150,282,311,296
252,608331,Max Fried,252,100,0.196,0.071,0.275,0.268,0.238,0.247,0.205,11,56,80.3,5.8,2251,90.2,90.04,19,98,0.193877551,143,-0.2,6.11,109,145,103,146,276,306,289
249,506433,Yu Darvish,249,100,0.089,0,0.192,0.089,0.098,0.126,0.101,5,56,77.6,4.5,2316,89.2,88.96,32,99,0.323232323,137,-0.2,5.99,112,147,108,147,285,305,271
248,623323,Braden Bishop,248,100,0.107,0,0.171,0.107,0.124,0.189,0.167,6,56,78.6,12.3,2254,88.9,88.45,35,114,0.307017544,133,-0.4,5.98,103,149,111,146,295,312,280
246,656427,Jack Flaherty,246,100,0.185,0.056,0.263,0.241,0.197,0.207,0.202,10,54,73.6,1.1,2280,88.6,88.47,28,99,0.282828283,137,-0.1,6.12,106,144,102,145,298,310,278
246,543309,Kyle Higashioka,246,100,0.214,0.25,0.321,0.464,0.275,0.21,0.164,12,56,83,20.4,2290,88.6,88.09,43,151,0.284768212,95,-0.5,5.95,110,151,119,145,297,320,288
246,571578,Patrick Corbin,246,100,0.092,0.015,0.158,0.108,0.113,0.12,0.099,6,65,73.8,-0.6,2261,89,88.68,34,109,0.311926606,122,-0.3,6.06,110,146,103,147,275,302,288
238,608686,Jack Mayfield,238,100,0.156,0.172,0.174,0.328,0.207,0.207,0.174,10,64,81.9,22.6,2263,87.9,87.23,35,130,0.269230769,108,-0.7,5.88,104,150,114,146,295,320,289
238,491676,Gorkys Hernandez,238,100,0.143,0.102,0.194,0.245,0.206,0.273,0.205,7,49,77.5,17.5,2282,89.2,88.84,38,124,0.306451613,113,-0.4,6.06,102,152,109,146,290,322,293
237,620439,Franklin Barreto,237,100,0.123,0.14,0.156,0.263,0.168,0.205,0.165,7,57,82.5,11.2,2199,87.4,86.92,46,111,0.414414414,124,-0.5,5.93,107,152,115,145,301,315,286
234,645261,Sandy Alcantara,234,100,0.086,0.017,0.417,0.103,0.102,0.08,0.056,5,58,72.1,9.5,2279,90,89.71,56,91,0.615384615,129,-0.3,6.08,113,148,110,147,293,300,269
233,664926,Nick Dini,233,100,0.196,0.161,0.243,0.357,0.272,0.283,0.21,11,56,83.3,29.9,2311,89,88.75,35,130,0.269230769,101,-0.2,5.98,107,152,118,147,300,322,284
233,477132,Clayton Kershaw,233,100,0.102,0.02,0.152,0.122,0.109,0.125,0.119,5,49,67.8,-2.6,2265,90.1,89.96,30,113,0.265486726,115,-0.1,6.08,108,147,103,148,277,302,293
233,605253,Terrance Gore,233,100,0.275,0.078,0.424,0.353,0.319,0.294,0.26,14,51,74.3,14.9,2302,89.2,89.14,28,94,0.29787234,136,-0.1,6.08,94,141,88,138,285,299,273
231,461314,Matt Kemp,231,100,0.2,0.083,0.268,0.283,0.21,0.197,0.173,12,60,83.6,13.5,2296,87.4,87.09,51,125,0.408,106,-0.3,6.06,111,153,119,146,305,318,292
231,543776,JB Shuck,231,100,0.213,0.043,0.27,0.255,0.28,0.309,0.249,10,47,80.1,11.6,2288,88.3,88.01,18,103,0.174757282,126,-0.3,6.08,118,149,106,150,283,313,298
231,624414,Christian Arroyo,231,100,0.22,0.16,0.3,0.38,0.299,0.301,0.234,11,50,78.6,9.2,2221,87.4,86.88,39,123,0.317073171,107,-0.5,5.96,108,152,120,147,296,323,286
230,434670,Hanley Ramirez,230,100,0.184,0.143,0.233,0.327,0.281,0.294,0.21,9,49,85,14.4,2174,87.7,87.05,39,106,0.367924528,124,-0.6,5.92,106,151,120,145,300,321,293
227,642731,Thairo Estrada,227,100,0.25,0.188,0.283,0.438,0.312,0.31,0.267,16,64,83.3,8,2348,87,86.28,28,111,0.252252252,114,-0.7,5.84,106,151,111,147,304,318,283
